�..Taxa	Taxa.Name	Pays	Region	Localite.population.	Types.d.utilisations.des.terres
155	CmrZ3-tche_ca-pl5-B1-426	CAMEROUN	Nord	Tcheboa	Champ agricole
156	CmrZ3-tche_ca-pl5-C4-451	CAMEROUN	Nord	Tcheboa	Champ agricole
157	CmrZ3-tche_ca-pl5-D4-452	CAMEROUN	Nord	Tcheboa	Champ agricole
158	CmrZ3-tche_sn-pl5-A3-441	CAMEROUN	Nord	Tcheboa	Savane naturelle
159	CmrZ3-tche_sn-pl5-A4-449	CAMEROUN	Nord	Tcheboa	Savane naturelle
160	CmrZ3-tche_sn-pl5-B2-434	CAMEROUN	Nord	Tcheboa	Savane naturelle
161	CmrZ3-tche_sn-pl5-B3-442	CAMEROUN	Nord	Tcheboa	Savane naturelle
162	CmrZ3-tche_sn-pl5-C2-435	CAMEROUN	Nord	Tcheboa	Savane naturelle
163	CmrZ3-tche_sn-pl5-C3-443	CAMEROUN	Nord	Tcheboa	Savane naturelle
164	CmrZ3-tche_sn-pl5-D2-436	CAMEROUN	Nord	Tcheboa	Savane naturelle
165	CmrZ3-tche_sn-pl5-D3-444	CAMEROUN	Nord	Tcheboa	Savane naturelle
166	CmrZ3-tche_sn-pl5-E1-429	CAMEROUN	Nord	Tcheboa	Savane naturelle
167	CmrZ3-tche_sn-pl5-E2-437	CAMEROUN	Nord	Tcheboa	Savane naturelle
168	CmrZ3-tche_sn-pl5-E3-445	CAMEROUN	Nord	Tcheboa	Savane naturelle
169	CmrZ3-tche_sn-pl5-F1-430	CAMEROUN	Nord	Tcheboa	Savane naturelle
170	CmrZ3-tche_sn-pl5-F3-446	CAMEROUN	Nord	Tcheboa	Savane naturelle
171	CmrZ3-tche_sn-pl5-G3-447	CAMEROUN	Nord	Tcheboa	Savane naturelle
172	CmrZ3-tche_sn-pl5-H1-432	CAMEROUN	Nord	Tcheboa	Savane naturelle
173	CmrZ3-tche_sn-pl5-H2-440	CAMEROUN	Nord	Tcheboa	Savane naturelle
174	CmrZ3-tche_sn-pl5-H3-448	CAMEROUN	Nord	Tcheboa	Savane naturelle
112	CmrZ3-ngon_jc-pl7-A10-578	CAMEROUN	Nord	Ngong	Jardin de case
113	CmrZ3-ngon_jc-pl7-A12-597	CAMEROUN	Nord	Ngong	Jardin de case
114	CmrZ3-ngon_jc-pl7-B10-579	CAMEROUN	Nord	Ngong	Jardin de case
115	CmrZ3-ngon_jc-pl7-B12-598	CAMEROUN	Nord	Ngong	Jardin de case
116	CmrZ3-ngon_jc-pl7-C10-580	CAMEROUN	Nord	Ngong	Jardin de case
117	CmrZ3-ngon_jc-pl7-D10-581	CAMEROUN	Nord	Ngong	Jardin de case
118	CmrZ3-ngon_jc-pl7-D11-592	CAMEROUN	Nord	Ngong	Jardin de case
119	CmrZ3-ngon_jc-pl7-D12-573	CAMEROUN	Nord	Ngong	Jardin de case
120	CmrZ3-ngon_jc-pl7-F10-584	CAMEROUN	Nord	Ngong	Jardin de case
121	CmrZ3-ngon_jc-pl7-F11-594	CAMEROUN	Nord	Ngong	Jardin de case
122	CmrZ3-ngon_jc-pl7-F12-575	CAMEROUN	Nord	Ngong	Jardin de case
123	CmrZ3-ngon_jc-pl7-G10-585	CAMEROUN	Nord	Ngong	Jardin de case
124	CmrZ3-ngon_jc-pl7-G11-595	CAMEROUN	Nord	Ngong	Jardin de case
125	CmrZ3-ngon_jc-pl7-G12-576	CAMEROUN	Nord	Ngong	Jardin de case
126	CmrZ3-ngon_jc-pl7-H10-587	CAMEROUN	Nord	Ngong	Jardin de case
127	CmrZ3-ngon_sa-pl7-H12-543	CAMEROUN	Nord	Ngong	Savane naturelle
128	CmrZ3-ngon_sn-pl6-A10-546	CAMEROUN	Nord	Ngong	Savane naturelle
129	CmrZ3-ngon_sn-pl6-A11-555	CAMEROUN	Nord	Ngong	Savane naturelle
130	CmrZ3-ngon_sn-pl6-A12-564	CAMEROUN	Nord	Ngong	Savane naturelle
131	CmrZ3-ngon_sn-pl6-B10-547	CAMEROUN	Nord	Ngong	Savane naturelle
132	CmrZ3-ngon_sn-pl6-B11-556	CAMEROUN	Nord	Ngong	Savane naturelle
133	CmrZ3-ngon_sn-pl6-C10-548	CAMEROUN	Nord	Ngong	Savane naturelle
134	CmrZ3-ngon_sn-pl6-C11-557	CAMEROUN	Nord	Ngong	Savane naturelle
135	CmrZ3-ngon_sn-pl6-F10-551	CAMEROUN	Nord	Ngong	Savane naturelle
136	CmrZ3-ngon_sn-pl6-F12-570	CAMEROUN	Nord	Ngong	Savane naturelle
137	CmrZ3-ngon_sn-pl6-G12-571	CAMEROUN	Nord	Ngong	Savane naturelle
138	CmrZ3-ngon_sn-pl6-H10-554	CAMEROUN	Nord	Ngong	Savane naturelle
139	CmrZ3-ngon_sn-pl6-H12-572	CAMEROUN	Nord	Ngong	Savane naturelle
194	CmrZ4-tcha_ch-pl5-B8-484	CAMEROUN	Adamaoua	Tchabal	Champ
195	CmrZ4-tcha_ch-pl5-B9-493	CAMEROUN	Adamaoua	Tchabal	Champ
196	CmrZ4-tcha_ch-pl5-C9-494	CAMEROUN	Adamaoua	Tchabal	Champ
197	CmrZ4-tcha_ch-pl5-H8-491	CAMEROUN	Adamaoua	Tchabal	Champ
198	CmrZ4-tcha_jc-pl5-C8-485	CAMEROUN	Adamaoua	Tchabal	Jardin de case
199	CmrZ4-tcha_jc-pl5-E8-487	CAMEROUN	Adamaoua	Tchabal	Jardin de case
200	CmrZ4-tcha_jc-pl5-G8-490	CAMEROUN	Adamaoua	Tchabal	Jardin de case
201	CmrZ4-tcha_sn-pl5-A5-458	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
202	CmrZ4-tcha_sn-pl5-B5-459	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
203	CmrZ4-tcha_sn-pl5-B6-467	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
204	CmrZ4-tcha_sn-pl5-C5-460	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
205	CmrZ4-tcha_sn-pl5-C6-468	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
206	CmrZ4-tcha_sn-pl5-D5-461	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
207	CmrZ4-tcha_sn-pl5-D6-469	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
208	CmrZ4-tcha_sn-pl5-E4-453	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
209	CmrZ4-tcha_sn-pl5-E5-462	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
210	CmrZ4-tcha_sn-pl5-F6-471	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
211	CmrZ4-tcha_sn-pl5-F7-479	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
212	CmrZ4-tcha_sn-pl5-G5-464	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
213	CmrZ4-tcha_sn-pl5-G6-472	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
214	CmrZ4-tcha_sn-pl5-H5-465	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
215	CmrZ4-tcha_sn-pl5-H6-473	CAMEROUN	Adamaoua	Tchabal	Savane naturelle
175	CmrZ4-fala_sn-pl5-A10-501	CAMEROUN	Adamaoua	Falaise	Savane naturelle
176	CmrZ4-fala_sn-pl5-A11-510	CAMEROUN	Adamaoua	Falaise	Savane naturelle
177	CmrZ4-fala_sn-pl5-A12-519	CAMEROUN	Adamaoua	Falaise	Savane naturelle
178	CmrZ4-fala_sn-pl5-B10-502	CAMEROUN	Adamaoua	Falaise	Savane naturelle
179	CmrZ4-fala_sn-pl5-B11-511	CAMEROUN	Adamaoua	Falaise	Savane naturelle
180	CmrZ4-fala_sn-pl5-C10-503	CAMEROUN	Adamaoua	Falaise	Savane naturelle
181	CmrZ4-fala_sn-pl5-C11-512	CAMEROUN	Adamaoua	Falaise	Savane naturelle
182	CmrZ4-fala_sn-pl5-D10-504	CAMEROUN	Adamaoua	Falaise	Savane naturelle
183	CmrZ4-fala_sn-pl5-D11-514	CAMEROUN	Adamaoua	Falaise	Savane naturelle
184	CmrZ4-fala_sn-pl5-D9-495	CAMEROUN	Adamaoua	Falaise	Savane naturelle
185	CmrZ4-fala_sn-pl5-E10-506	CAMEROUN	Adamaoua	Falaise	Savane naturelle
186	CmrZ4-fala_sn-pl5-E11-515	CAMEROUN	Adamaoua	Falaise	Savane naturelle
187	CmrZ4-fala_sn-pl5-E9-496	CAMEROUN	Adamaoua	Falaise	Savane naturelle
188	CmrZ4-fala_sn-pl5-F10-507	CAMEROUN	Adamaoua	Falaise	Savane naturelle
189	CmrZ4-fala_sn-pl5-F9-498	CAMEROUN	Adamaoua	Falaise	Savane naturelle
190	CmrZ4-fala_sn-pl5-G10-508	CAMEROUN	Adamaoua	Falaise	Savane naturelle
191	CmrZ4-fala_sn-pl5-G9-499	CAMEROUN	Adamaoua	Falaise	Savane naturelle
192	CmrZ4-fala_sn-pl5-H11-518	CAMEROUN	Adamaoua	Falaise	Savane naturelle
193	CmrZ4-fala_sn-pl5-H9-500	CAMEROUN	Adamaoua	Falaise	Savane naturelle
216	CmrZ4-tiso_sn-pl3-C9-538	CAMEROUN	Adamaoua	Tison	Savane naturelle
217	CmrZ4-tiso_sn-pl5-D12-523	CAMEROUN	Adamaoua	Tison	Savane naturelle
218	CmrZ4-tiso_sn-pl6-D9-532	CAMEROUN	Adamaoua	Tison	Savane naturelle
219	CmrZ4-tiso_sn-pl6-E9-533	CAMEROUN	Adamaoua	Tison	Savane naturelle
220	CmrZ4-tiso_sn-pl6-F9-534	CAMEROUN	Adamaoua	Tison	Savane naturelle
221	CmrZ4-tiso_sn-pl6-G9-535	CAMEROUN	Adamaoua	Tison	Savane naturelle
222	CmrZ4-tiso_sn-pl6-H9-536	CAMEROUN	Adamaoua	Tison	Savane naturelle
242	CmrZ5-ktaba_sn-pl6-A3-634	CAMEROUN	Ouest	Koutaba	Savane naturelle
243	CmrZ5-ktaba_sn-pl6-A6-625	CAMEROUN	Ouest	Koutaba	Savane naturelle
244	CmrZ5-ktaba_sn-pl6-A7-631	CAMEROUN	Ouest	Koutaba	Savane naturelle
245	CmrZ5-ktaba_sn-pl6-B1-636	CAMEROUN	Ouest	Koutaba	Savane naturelle
246	CmrZ5-ktaba_sn-pl6-B8-606	CAMEROUN	Ouest	Koutaba	Savane naturelle
247	CmrZ5-ktaba_sn-pl6-C4-604	CAMEROUN	Ouest	Koutaba	Savane naturelle
248	CmrZ5-ktaba_sn-pl6-C8-631	CAMEROUN	Ouest	Koutaba	Savane naturelle
249	CmrZ5-ktaba_sn-pl6-D1-624	CAMEROUN	Ouest	Koutaba	Savane naturelle
250	CmrZ5-ktaba_sn-pl6-D7-605	CAMEROUN	Ouest	Koutaba	Savane naturelle
251	CmrZ5-ktaba_sn-pl6-E1-617	CAMEROUN	Ouest	Koutaba	Savane naturelle
252	CmrZ5-ktaba_sn-pl6-E3-615	CAMEROUN	Ouest	Koutaba	Savane naturelle
253	CmrZ5-ktaba_sn-pl6-F3-602	CAMEROUN	Ouest	Koutaba	Savane naturelle
254	CmrZ5-ktaba_sn-pl6-G4-614	CAMEROUN	Ouest	Koutaba	Savane naturelle
255	CmrZ5-ktaba_sn-pl6-G6-608	CAMEROUN	Ouest	Koutaba	Savane naturelle
256	CmrZ5-ktaba_sn-pl6-H7-637	CAMEROUN	Ouest	Koutaba	Savane naturelle
257	CmrZ5-ktaba_sn-pl7-A7-601	CAMEROUN	Ouest	Koutaba	Savane naturelle
258	CmrZ5-ktaba_sn-pl7-B4-635	CAMEROUN	Ouest	Koutaba	Savane naturelle
259	CmrZ5-ktaba_sn-pl7-B9-621	CAMEROUN	Ouest	Koutaba	Savane naturelle
260	CmrZ5-ktaba_sn-pl7-E1-628	CAMEROUN	Ouest	Koutaba	Savane naturelle
261	CmrZ5-ktaba_sn-pl7-F9-618	CAMEROUN	Ouest	Koutaba	Savane naturelle
262	CmrZ5-ktaba_sn-pl7-G4-629	CAMEROUN	Ouest	Koutaba	Savane naturelle
263	CmrZ5-ktaba_sn-pl7-G9-638	CAMEROUN	Ouest	Koutaba	Savane naturelle
264	CmrZ5-ktaba_sn-pl7-H2-611	CAMEROUN	Ouest	Koutaba	Savane naturelle
265	CmrZ5-ktaba_sn-pl7-H7-619	CAMEROUN	Ouest	Koutaba	Savane naturelle
266	CmrZ5-mbou_ca-pl6-B4-652	CAMEROUN	Ouest	Mbouda	Champ agricole
267	CmrZ5-mbou_ca-pl6-E6-658	CAMEROUN	Ouest	Mbouda	Champ agricole
268	CmrZ5-mbou_ca-pl6-F4-644	CAMEROUN	Ouest	Mbouda	Champ agricole
269	CmrZ5-mbou_ca-pl6-G7-642	CAMEROUN	Ouest	Mbouda	Champ agricole
270	CmrZ5-mbou_ca-pl6-H3-648	CAMEROUN	Ouest	Mbouda	Champ agricole
271	CmrZ5-mbou_ca-pl6-H4-647	CAMEROUN	Ouest	Mbouda	Champ agricole
272	CmrZ5-mbou_ca-pl6-H6-657	CAMEROUN	Ouest	Mbouda	Champ agricole
273	CmrZ5-mbou_ca-pl7-E5-655	CAMEROUN	Ouest	Mbouda	Champ agricole
274	CmrZ5-mbou_ca-pl7-F2-654	CAMEROUN	Ouest	Mbouda	Champ agricole
275	CmrZ5-mbou_ca-pl7-F3-656	CAMEROUN	Ouest	Mbouda	Champ agricole
276	CmrZ5-mbou_ca-pl7-G1-639	CAMEROUN	Ouest	Mbouda	Champ agricole
277	CmrZ5-mbou_ca-pl7-G3-646	CAMEROUN	Ouest	Mbouda	Champ agricole
278	CmrZ5-mbou_ca-pl7-G6-651	CAMEROUN	Ouest	Mbouda	Champ agricole
279	CmrZ5-mbou_ca-pl7-G7-650	CAMEROUN	Ouest	Mbouda	Champ agricole
280	CmrZ5-mbou_ca-pl7-G8-641	CAMEROUN	Ouest	Mbouda	Champ agricole
281	CmrZ5-mbou_ca-pl7-H3-649	CAMEROUN	Ouest	Mbouda	Champ agricole
282	CmrZ5-mbou_ca-pl7-H6-653	CAMEROUN	Ouest	Mbouda	Champ agricole
283	CmrZ5-ton_sn-pl6-A8-683	CAMEROUN	Ouest	Tonga	Savane naturelle
284	CmrZ5-ton_sn-pl6-B5-661	CAMEROUN	Ouest	Tonga	Savane naturelle
285	CmrZ5-ton_sn-pl6-C2-674	CAMEROUN	Ouest	Tonga	Savane naturelle
286	CmrZ5-ton_sn-pl6-C5-680	CAMEROUN	Ouest	Tonga	Savane naturelle
287	CmrZ5-ton_sn-pl6-D2-681	CAMEROUN	Ouest	Tonga	Savane naturelle
288	CmrZ5-ton_sn-pl6-D3-686	CAMEROUN	Ouest	Tonga	Savane naturelle
289	CmrZ5-ton_sn-pl6-E2-676	CAMEROUN	Ouest	Tonga	Savane naturelle
290	CmrZ5-ton_sn-pl6-E4-679	CAMEROUN	Ouest	Tonga	Savane naturelle
291	CmrZ5-ton_sn-pl6-E7-678	CAMEROUN	Ouest	Tonga	Savane naturelle
292	CmrZ5-ton_sn-pl6-F1-669	CAMEROUN	Ouest	Tonga	Savane naturelle
293	CmrZ5-ton_sn-pl6-F5-671	CAMEROUN	Ouest	Tonga	Savane naturelle
294	CmrZ5-ton_sn-pl6-F7-677	CAMEROUN	Ouest	Tonga	Savane naturelle
295	CmrZ5-ton_sn-pl6-G1-645	CAMEROUN	Ouest	Tonga	Savane naturelle
296	CmrZ5-ton_sn-pl7-A1-673	CAMEROUN	Ouest	Tonga	Savane naturelle
297	CmrZ5-ton_sn-pl7-A2-685	CAMEROUN	Ouest	Tonga	Savane naturelle
298	CmrZ5-ton_sn-pl7-A4-659	CAMEROUN	Ouest	Tonga	Savane naturelle
299	CmrZ5-ton_sn-pl7-A5-690	CAMEROUN	Ouest	Tonga	Savane naturelle
300	CmrZ5-ton_sn-pl7-A6-667	CAMEROUN	Ouest	Tonga	Savane naturelle
301	CmrZ5-ton_sn-pl7-B3-675	CAMEROUN	Ouest	Tonga	Savane naturelle
302	CmrZ5-ton_sn-pl7-B5-660	CAMEROUN	Ouest	Tonga	Savane naturelle
303	CmrZ5-ton_sn-pl7-B8-665	CAMEROUN	Ouest	Tonga	Savane naturelle
304	CmrZ5-ton_sn-pl7-C7-684	CAMEROUN	Ouest	Tonga	Savane naturelle
305	CmrZ5-ton_sn-pl7-D3-664	CAMEROUN	Ouest	Tonga	Savane naturelle
306	CmrZ5-ton_sn-pl7-D6-663	CAMEROUN	Ouest	Tonga	Savane naturelle
307	CmrZ5-ton_sn-pl7-E4-668	CAMEROUN	Ouest	Tonga	Savane naturelle
308	CmrZ5-ton_sn-pl7-E9-666	CAMEROUN	Ouest	Tonga	Savane naturelle
309	CmrZ5-ton_sn-pl7-F6-672	CAMEROUN	Ouest	Tonga	Savane naturelle
310	CmrZ5-ton_sn-pl7-H1-670	CAMEROUN	Ouest	Tonga	Savane naturelle
311	CmrZ5-ton_sn-pl7-H9-679	CAMEROUN	Ouest	Tonga	Savane naturelle
223	CmrZ5-ban_sn-pl6-A4-708	CAMEROUN	Ouest	Bangoua	Savane naturelle
224	CmrZ5-ban_sn-pl6-C3-712	CAMEROUN	Ouest	Bangoua	Savane naturelle
225	CmrZ5-ban_sn-pl6-C6-697	CAMEROUN	Ouest	Bangoua	Savane naturelle
226	CmrZ5-ban_sn-pl6-C7-702	CAMEROUN	Ouest	Bangoua	Savane naturelle
227	CmrZ5-ban_sn-pl6-D4-696	CAMEROUN	Ouest	Bangoua	Savane naturelle
228	CmrZ5-ban_sn-pl6-D5-709	CAMEROUN	Ouest	Bangoua	Savane naturelle
229	CmrZ5-ban_sn-pl6-D8-706	CAMEROUN	Ouest	Bangoua	Savane naturelle
230	CmrZ5-ban_sn-pl6-E5-705	CAMEROUN	Ouest	Bangoua	Savane naturelle
231	CmrZ5-ban_sn-pl6-E8-695	CAMEROUN	Ouest	Bangoua	Savane naturelle
232	CmrZ5-ban_sn-pl6-G5-704	CAMEROUN	Ouest	Bangoua	Savane naturelle
233	CmrZ5-ban_sn-pl6-H1-698	CAMEROUN	Ouest	Bangoua	Savane naturelle
234	CmrZ5-ban_sn-pl6-H8-729	CAMEROUN	Ouest	Bangoua	Savane naturelle
235	CmrZ5-ban_sn-pl7-A9-725	CAMEROUN	Ouest	Bangoua	Savane naturelle
236	CmrZ5-ban_sn-pl7-B1-700	CAMEROUN	Ouest	Bangoua	Savane naturelle
237	CmrZ5-ban_sn-pl7-C1-721	CAMEROUN	Ouest	Bangoua	Savane naturelle
238	CmrZ5-ban_sn-pl7-D7-724	CAMEROUN	Ouest	Bangoua	Savane naturelle
239	CmrZ5-ban_sn-pl7-F4-718	CAMEROUN	Ouest	Bangoua	Savane naturelle
240	CmrZ5-ban_sn-pl7-F5-723	CAMEROUN	Ouest	Bangoua	Savane naturelle
241	CmrZ5-ban_sn-pl7-H5-703	CAMEROUN	Ouest	Bangoua	Savane naturelle
312	MalZ6-solo_sn-pl6-D6-751	MALI	Segou	Solosso	Savane naturelle
313	MalZ6-solo_sn-pl6-F2-737	MALI	Segou	Solosso	Savane naturelle
314	MalZ6-solo_sn-pl6-G3-743	MALI	Segou	Solosso	Savane naturelle
315	MalZ6-solo_sn-pl6-G8-755	MALI	Segou	Solosso	Savane naturelle
316	MalZ6-solo_sn-pl6-H5-758	MALI	Segou	Solosso	Savane naturelle
317	MalZ6-solo_sn-pl7-A3-740	MALI	Segou	Solosso	Savane naturelle
318	MalZ6-solo_sn-pl7-B2-760	MALI	Segou	Solosso	Savane naturelle
319	MalZ6-solo_sn-pl7-B7-752	MALI	Segou	Solosso	Savane naturelle
320	MalZ6-solo_sn-pl7-C2-735	MALI	Segou	Solosso	Savane naturelle
321	MalZ6-solo_sn-pl7-C3-744	MALI	Segou	Solosso	Savane naturelle
322	MalZ6-solo_sn-pl7-C4-739	MALI	Segou	Solosso	Savane naturelle
323	MalZ6-solo_sn-pl7-C5-733	MALI	Segou	Solosso	Savane naturelle
324	MalZ6-solo_sn-pl7-C6-741	MALI	Segou	Solosso	Savane naturelle
325	MalZ6-solo_sn-pl7-C8-749	MALI	Segou	Solosso	Savane naturelle
326	MalZ6-solo_sn-pl7-C9-748	MALI	Segou	Solosso	Savane naturelle
327	MalZ6-solo_sn-pl7-D1-734	MALI	Segou	Solosso	Savane naturelle
328	MalZ6-solo_sn-pl7-D2-742	MALI	Segou	Solosso	Savane naturelle
329	MalZ6-solo_sn-pl7-D4-745	MALI	Segou	Solosso	Savane naturelle
330	MalZ6-solo_sn-pl7-D8-756	MALI	Segou	Solosso	Savane naturelle
331	MalZ6-solo_sn-pl7-E2-746	MALI	Segou	Solosso	Savane naturelle
332	MalZ6-solo_sn-pl7-E3-738	MALI	Segou	Solosso	Savane naturelle
333	MalZ6-solo_sn-pl7-E6-754	MALI	Segou	Solosso	Savane naturelle
334	MalZ6-solo_sn-pl7-E8-761	MALI	Segou	Solosso	Savane naturelle
335	MalZ6-solo_sn-pl7-F1-753	MALI	Segou	Solosso	Savane naturelle
336	MalZ6-solo_sn-pl7-F7-736	MALI	Segou	Solosso	Savane naturelle
337	MalZ6-solo_sn-pl7-F8-762	MALI	Segou	Solosso	Savane naturelle
338	MalZ6-solo_sn-pl7-G5-731	MALI	Segou	Solosso	Savane naturelle
339	MalZ6-solo_sn-pl7-H4-757	MALI	Segou	Solosso	Savane naturelle
340	MalZ6-solo_sn-pl7-H8-747	MALI	Segou	Solosso	Savane naturelle
